datetime,PS_atteinte,temperature,echauffement,heure,hm,month,weekday
2018-09-01 00:00:00,14.0,278.75,True,0.0,0.0,1.0,1.0
2018-09-01 00:10:00,15.0,278.78333330000004,True,0.0,16.0,1.0,1.0
2018-09-01 00:20:00,15.0,278.8166667,True,0.0,33.0,1.0,1.0
2018-09-01 00:30:00,13.0,278.85,True,0.0,50.0,1.0,1.0
2018-09-01 00:40:00,16.0,278.8833333,True,0.0,66.0,1.0,1.0
2018-09-01 00:50:00,13.0,278.9166667,True,0.0,83.0,1.0,1.0
2018-09-01 01:00:00,13.0,278.95,True,1.0,100.0,1.0,1.0
2018-09-01 01:10:00,16.0,278.95,True,1.0,116.0,1.0,1.0
2018-09-01 01:20:00,14.0,278.95,True,1.0,133.0,1.0,1.0
2018-09-01 01:30:00,14.0,278.95,True,1.0,150.0,1.0,1.0
2018-09-01 01:40:00,15.0,278.95,True,1.0,166.0,1.0,1.0
2018-09-01 01:50:00,14.0,278.95,True,1.0,183.0,1.0,1.0
2018-09-01 02:00:00,14.0,278.95,True,2.0,200.0,1.0,1.0
2018-09-01 02:10:00,16.0,278.95,True,2.0,216.0,1.0,1.0
2018-09-01 02:20:00,15.0,278.95,True,2.0,233.0,1.0,1.0
2018-09-01 02:30:00,14.0,278.95,True,2.0,250.0,1.0,1.0
2018-09-01 02:40:00,16.0,278.95,True,2.0,266.0,1.0,1.0
2018-09-01 02:50:00,14.0,278.95,True,2.0,283.0,1.0,1.0
2018-09-01 03:00:00,13.0,278.95,True,3.0,300.0,1.0,1.0
2018-09-01 03:10:00,16.0,278.95,True,3.0,316.0,1.0,1.0
2018-09-01 03:20:00,13.0,278.95,True,3.0,333.0,1.0,1.0
2018-09-01 03:30:00,13.0,278.95,True,3.0,350.0,1.0,1.0
2018-09-01 03:40:00,16.0,278.95,True,3.0,366.0,1.0,1.0
2018-09-01 03:50:00,15.0,278.95,True,3.0,383.0,1.0,1.0
2018-09-01 04:00:00,14.0,278.95,True,4.0,400.0,1.0,1.0
2018-09-01 04:10:00,16.0,278.99444439999996,True,4.0,416.0,1.0,1.0
2018-09-01 04:20:00,14.0,279.0388889,True,4.0,433.0,1.0,1.0
2018-09-01 04:30:00,14.0,279.0833333,True,4.0,450.0,1.0,1.0
2018-09-01 04:40:00,16.0,279.1277778,True,4.0,466.0,1.0,1.0
2018-09-01 04:50:00,13.0,279.1722222,True,4.0,483.0,1.0,1.0
2018-09-01 05:00:00,14.0,279.21666669999996,True,5.0,500.0,1.0,1.0
2018-09-01 05:10:00,16.0,279.2611111,True,5.0,516.0,1.0,1.0
2018-09-01 05:20:00,13.0,279.30555560000005,True,5.0,533.0,1.0,1.0
2018-09-01 05:30:00,14.0,279.35,True,5.0,550.0,1.0,1.0
2018-09-01 05:40:00,14.0,279.39444439999994,True,5.0,566.0,1.0,1.0
2018-09-01 05:50:00,16.0,279.4388889,True,5.0,583.0,1.0,1.0
2018-09-01 06:00:00,14.0,279.4833333,True,6.0,600.0,1.0,1.0
2018-09-01 06:10:00,13.0,279.52777779999997,True,6.0,616.0,1.0,1.0
2018-09-01 06:20:00,17.0,279.5722222,True,6.0,633.0,1.0,1.0
2018-09-01 06:30:00,14.0,279.6166667,True,6.0,650.0,1.0,1.0
2018-09-01 06:40:00,14.0,279.6611111,True,6.0,666.0,1.0,1.0
2018-09-01 06:50:00,16.0,279.7055556,True,6.0,683.0,1.0,1.0
2018-09-01 07:00:00,13.0,279.75,True,7.0,700.0,1.0,1.0
2018-09-01 07:10:00,12.0,279.7944444,True,7.0,716.0,1.0,1.0
2018-09-01 07:20:00,11.0,279.8388889,True,7.0,733.0,1.0,1.0
2018-09-01 07:30:00,15.0,279.8833333,True,7.0,750.0,1.0,1.0
2018-09-01 07:40:00,12.0,279.9277778,True,7.0,766.0,1.0,1.0
2018-09-01 07:50:00,12.0,279.97222220000003,True,7.0,783.0,1.0,1.0
2018-09-01 08:00:00,11.0,280.0166667,True,8.0,800.0,1.0,1.0
2018-09-01 08:10:00,13.0,280.0611111,True,8.0,816.0,1.0,1.0
2018-09-01 08:20:00,11.0,280.10555560000006,True,8.0,833.0,1.0,1.0
2018-09-01 08:30:00,11.0,280.15,True,8.0,850.0,1.0,1.0
2018-09-01 08:40:00,11.0,280.19444439999995,True,8.0,866.0,1.0,1.0
2018-09-01 08:50:00,14.0,280.2388889,True,8.0,883.0,1.0,1.0
2018-09-01 09:00:00,11.0,280.28333330000004,True,9.0,900.0,1.0,1.0
2018-09-01 09:10:00,11.0,280.3277778,True,9.0,916.0,1.0,1.0
2018-09-01 09:20:00,13.0,280.3722222,True,9.0,933.0,1.0,1.0
2018-09-01 09:30:00,13.0,280.4166667,True,9.0,950.0,1.0,1.0
2018-09-01 09:40:00,11.0,280.4611111,True,9.0,966.0,1.0,1.0
2018-09-01 09:50:00,11.0,280.50555560000004,True,9.0,983.0,1.0,1.0
2018-09-01 10:00:00,10.0,280.55,True,10.0,1000.0,1.0,1.0
2018-09-01 10:10:00,14.0,280.7277778,True,10.0,1016.0,1.0,1.0
2018-09-01 10:20:00,12.0,280.9055556,True,10.0,1033.0,1.0,1.0
2018-09-01 10:30:00,12.0,281.0833333,True,10.0,1050.0,1.0,1.0
2018-09-01 10:40:00,15.0,281.2611111,True,10.0,1066.0,1.0,1.0
2018-09-01 10:50:00,11.0,281.4388889,True,10.0,1083.0,1.0,1.0
2018-09-01 11:00:00,12.0,281.6166667,True,11.0,1100.0,1.0,1.0
2018-09-01 11:10:00,16.0,281.7944444,True,11.0,1116.0,1.0,1.0
2018-09-01 11:20:00,13.0,281.97222220000003,True,11.0,1133.0,1.0,1.0
2018-09-01 11:30:00,12.0,282.15,True,11.0,1150.0,1.0,1.0
2018-09-01 11:40:00,14.0,282.3277778,True,11.0,1166.0,1.0,1.0
2018-09-01 11:50:00,12.0,282.50555560000004,True,11.0,1183.0,1.0,1.0
2018-09-01 12:00:00,11.0,282.6833333,True,12.0,1200.0,1.0,1.0
2018-09-01 12:10:00,14.0,282.8611111,True,12.0,1216.0,1.0,1.0
2018-09-01 12:20:00,11.0,283.0388889,True,12.0,1233.0,1.0,1.0
2018-09-01 12:30:00,11.0,283.21666669999996,True,12.0,1250.0,1.0,1.0
2018-09-01 12:40:00,16.0,283.39444439999994,True,12.0,1266.0,1.0,1.0
2018-09-01 12:50:00,13.0,283.5722222,True,12.0,1283.0,1.0,1.0
2018-09-01 13:00:00,14.0,283.75,True,13.0,1300.0,1.0,1.0
2018-09-01 13:10:00,11.0,283.8111111,True,13.0,1316.0,1.0,1.0
2018-09-01 13:20:00,11.0,283.8722222,True,13.0,1333.0,1.0,1.0
2018-09-01 13:30:00,14.0,283.9333333,True,13.0,1350.0,1.0,1.0
2018-09-01 13:40:00,12.0,283.99444439999996,True,13.0,1366.0,1.0,1.0
2018-09-01 13:50:00,10.0,284.05555560000005,True,13.0,1383.0,1.0,1.0
2018-09-01 14:00:00,15.0,284.1166667,True,14.0,1400.0,1.0,1.0
2018-09-01 14:10:00,11.0,284.1777778,True,14.0,1416.0,1.0,1.0
2018-09-01 14:20:00,12.0,284.2388889,True,14.0,1433.0,1.0,1.0
2018-09-01 14:30:00,13.0,284.3,True,14.0,1450.0,1.0,1.0
2018-09-01 14:40:00,11.0,284.3611111,True,14.0,1466.0,1.0,1.0
2018-09-01 14:50:00,14.0,284.4222222,True,14.0,1483.0,1.0,1.0
2018-09-01 15:00:00,12.0,284.4833333,True,15.0,1500.0,1.0,1.0
2018-09-01 15:10:00,11.0,284.5444444,True,15.0,1516.0,1.0,1.0
2018-09-01 15:20:00,15.0,284.60555560000006,True,15.0,1533.0,1.0,1.0
2018-09-01 15:30:00,12.0,284.6666667,True,15.0,1550.0,1.0,1.0
2018-09-01 15:40:00,14.0,284.7277778,True,15.0,1566.0,1.0,1.0
2018-09-01 15:50:00,11.0,284.7888889,True,15.0,1583.0,1.0,1.0
2018-09-01 16:00:00,11.0,284.85,True,16.0,1600.0,1.0,1.0
2018-09-01 16:10:00,14.0,284.75555560000004,True,16.0,1616.0,1.0,1.0
2018-09-01 16:20:00,11.0,284.6611111,True,16.0,1633.0,1.0,1.0
2018-09-01 16:30:00,14.0,284.5666667,True,16.0,1650.0,1.0,1.0
2018-09-01 16:40:00,11.0,284.47222220000003,True,16.0,1666.0,1.0,1.0
2018-09-01 16:50:00,11.0,284.3777778,True,16.0,1683.0,1.0,1.0
2018-09-01 17:00:00,14.0,284.28333330000004,True,17.0,1700.0,1.0,1.0
2018-09-01 17:10:00,11.0,284.1888889,True,17.0,1716.0,1.0,1.0
2018-09-01 17:20:00,13.0,284.0944444,True,17.0,1733.0,1.0,1.0
2018-09-01 17:30:00,11.0,284.0,True,17.0,1750.0,1.0,1.0
2018-09-01 17:40:00,12.0,283.9055556,True,17.0,1766.0,1.0,1.0
2018-09-01 17:50:00,13.0,283.8111111,True,17.0,1783.0,1.0,1.0
2018-09-01 18:00:00,11.0,283.71666669999996,True,18.0,1800.0,1.0,1.0
2018-09-01 18:10:00,13.0,283.6222222,True,18.0,1816.0,1.0,1.0
2018-09-01 18:20:00,11.0,283.52777779999997,True,18.0,1833.0,1.0,1.0
2018-09-01 18:30:00,12.0,283.4333333,True,18.0,1850.0,1.0,1.0
2018-09-01 18:40:00,12.0,283.3388889,True,18.0,1866.0,1.0,1.0
2018-09-01 18:50:00,11.0,283.24444439999996,True,18.0,1883.0,1.0,1.0
2018-09-01 19:00:00,14.0,283.15,True,19.0,1900.0,1.0,1.0
2018-09-01 19:10:00,10.0,283.05,True,19.0,1916.0,1.0,1.0
2018-09-01 19:20:00,14.0,282.95,True,19.0,1933.0,1.0,1.0
2018-09-01 19:30:00,11.0,282.85,True,19.0,1950.0,1.0,1.0
2018-09-01 19:40:00,11.0,282.75,True,19.0,1966.0,1.0,1.0
2018-09-01 19:50:00,13.0,282.65,True,19.0,1983.0,1.0,1.0
2018-09-01 20:00:00,12.0,282.55,True,20.0,2000.0,1.0,1.0
2018-09-01 20:10:00,15.0,282.45,True,20.0,2016.0,1.0,1.0
2018-09-01 20:20:00,11.0,282.35,True,20.0,2033.0,1.0,1.0
2018-09-01 20:30:00,11.0,282.25,True,20.0,2050.0,1.0,1.0
2018-09-01 20:40:00,14.0,282.15,True,20.0,2066.0,1.0,1.0
2018-09-01 20:50:00,11.0,282.05,True,20.0,2083.0,1.0,1.0
2018-09-01 21:00:00,15.0,281.95,True,21.0,2100.0,1.0,1.0
2018-09-01 21:10:00,12.0,281.85,True,21.0,2116.0,1.0,1.0
2018-09-01 21:20:00,12.0,281.75,True,21.0,2133.0,1.0,1.0
2018-09-01 21:30:00,14.0,281.65,True,21.0,2150.0,1.0,1.0
2018-09-01 21:40:00,12.0,281.55,True,21.0,2166.0,1.0,1.0
2018-09-01 21:50:00,17.0,281.45,True,21.0,2183.0,1.0,1.0
2018-09-01 22:00:00,11.0,281.35,True,22.0,2200.0,1.0,1.0
2018-09-01 22:10:00,12.0,281.3333333,True,22.0,2216.0,1.0,1.0
2018-09-01 22:20:00,14.0,281.3166667,True,22.0,2233.0,1.0,1.0
2018-09-01 22:30:00,12.0,281.3,True,22.0,2250.0,1.0,1.0
2018-09-01 22:40:00,13.0,281.28333330000004,True,22.0,2266.0,1.0,1.0
2018-09-01 22:50:00,13.0,281.2666667,True,22.0,2283.0,1.0,1.0
2018-09-01 23:00:00,13.0,281.25,True,23.0,2300.0,1.0,1.0
2018-09-01 23:10:00,16.0,281.2333333,True,23.0,2316.0,1.0,1.0
2018-09-01 23:20:00,14.0,281.21666669999996,True,23.0,2333.0,1.0,1.0
2018-09-01 23:30:00,13.0,281.2,True,23.0,2350.0,1.0,1.0
2018-09-01 23:40:00,18.0,281.1833333,True,23.0,2366.0,1.0,1.0
2018-09-01 23:50:00,15.0,281.1666667,True,23.0,2383.0,1.0,1.0
2018-09-02 00:00:00,13.0,271.21666669999996,True,0.0,0.0,2.0,4.0
2018-09-02 00:10:00,16.0,271.1888889,True,0.0,16.0,2.0,4.0
2018-09-02 00:20:00,13.0,271.1611111,True,0.0,33.0,2.0,4.0
2018-09-02 00:30:00,13.0,271.1333333,True,0.0,50.0,2.0,4.0
2018-09-02 00:40:00,16.0,271.10555560000006,True,0.0,66.0,2.0,4.0
2018-09-02 00:50:00,13.0,271.0777778,True,0.0,83.0,2.0,4.0
2018-09-02 01:00:00,16.0,271.05,True,1.0,100.0,2.0,4.0
2018-09-02 01:10:00,13.0,271.0444444,True,1.0,116.0,2.0,4.0
2018-09-02 01:20:00,15.0,271.0388889,True,1.0,133.0,2.0,4.0
2018-09-02 01:30:00,15.0,271.03333330000004,True,1.0,150.0,2.0,4.0
2018-09-02 01:40:00,14.0,271.02777779999997,True,1.0,166.0,2.0,4.0
2018-09-02 01:50:00,12.0,271.0222222,True,1.0,183.0,2.0,4.0
2018-09-02 02:00:00,15.0,271.0166667,True,2.0,200.0,2.0,4.0
2018-09-02 02:10:00,13.0,271.0111111,True,2.0,216.0,2.0,4.0
2018-09-02 02:20:00,13.0,271.00555560000004,True,2.0,233.0,2.0,4.0
2018-09-02 02:30:00,16.0,271.0,True,2.0,250.0,2.0,4.0
2018-09-02 02:40:00,14.0,270.99444439999996,True,2.0,266.0,2.0,4.0
2018-09-02 02:50:00,13.0,270.9888889,True,2.0,283.0,2.0,4.0
2018-09-02 03:00:00,16.0,270.9833333,True,3.0,300.0,2.0,4.0
2018-09-02 03:10:00,13.0,270.9777778,True,3.0,316.0,2.0,4.0
2018-09-02 03:20:00,13.0,270.97222220000003,True,3.0,333.0,2.0,4.0
2018-09-02 03:30:00,17.0,270.96666669999996,True,3.0,350.0,2.0,4.0
2018-09-02 03:40:00,12.0,270.9611111,True,3.0,366.0,2.0,4.0
2018-09-02 03:50:00,13.0,270.9555556,True,3.0,383.0,2.0,4.0
2018-09-02 04:00:00,16.0,270.95,True,4.0,400.0,2.0,4.0
2018-09-02 04:10:00,13.0,270.9888889,True,4.0,416.0,2.0,4.0
2018-09-02 04:20:00,14.0,271.02777779999997,True,4.0,433.0,2.0,4.0
2018-09-02 04:30:00,15.0,271.0666667,True,4.0,450.0,2.0,4.0
2018-09-02 04:40:00,14.0,271.10555560000006,True,4.0,466.0,2.0,4.0
2018-09-02 04:50:00,13.0,271.14444439999994,True,4.0,483.0,2.0,4.0
2018-09-02 05:00:00,15.0,271.1833333,True,5.0,500.0,2.0,4.0
2018-09-02 05:10:00,13.0,271.22222220000003,True,5.0,516.0,2.0,4.0
2018-09-02 05:20:00,13.0,271.2611111,True,5.0,533.0,2.0,4.0
2018-09-02 05:30:00,16.0,271.3,True,5.0,550.0,2.0,4.0
2018-09-02 05:40:00,14.0,271.3388889,True,5.0,566.0,2.0,4.0
2018-09-02 05:50:00,13.0,271.3777778,True,5.0,583.0,2.0,4.0
2018-09-02 06:00:00,16.0,271.4166667,True,6.0,600.0,2.0,4.0
2018-09-02 06:10:00,13.0,271.4555556,True,6.0,616.0,2.0,4.0
2018-09-02 06:20:00,13.0,271.49444439999996,True,6.0,633.0,2.0,4.0
2018-09-02 06:30:00,14.0,271.53333330000004,True,6.0,650.0,2.0,4.0
2018-09-02 06:40:00,15.0,271.5722222,True,6.0,666.0,2.0,4.0
2018-09-02 06:50:00,13.0,271.6111111,True,6.0,683.0,2.0,4.0
2018-09-02 07:00:00,12.0,271.65,True,7.0,700.0,2.0,4.0
2018-09-02 07:10:00,14.0,271.7888889,True,7.0,716.0,2.0,4.0
2018-09-02 07:20:00,12.0,271.9277778,True,7.0,733.0,2.0,4.0
2018-09-02 07:30:00,13.0,272.0666667,True,7.0,750.0,2.0,4.0
2018-09-02 07:40:00,14.0,272.2055556,True,7.0,766.0,2.0,4.0
2018-09-02 07:50:00,10.0,272.3444444,True,7.0,783.0,2.0,4.0
2018-09-02 08:00:00,10.0,272.4833333,True,8.0,800.0,2.0,4.0
2018-09-02 08:10:00,10.0,272.6222222,True,8.0,816.0,2.0,4.0
2018-09-02 08:20:00,14.0,272.7611111,True,8.0,833.0,2.0,4.0
2018-09-02 08:30:00,10.0,272.9,True,8.0,850.0,2.0,4.0
2018-09-02 08:40:00,11.0,273.0388889,True,8.0,866.0,2.0,4.0
2018-09-02 08:50:00,9.0,273.1777778,True,8.0,883.0,2.0,4.0
2018-09-02 09:00:00,12.0,273.3166667,True,9.0,900.0,2.0,4.0
2018-09-02 09:10:00,11.0,273.4555556,True,9.0,916.0,2.0,4.0
2018-09-02 09:20:00,9.0,273.5944444,True,9.0,933.0,2.0,4.0
2018-09-02 09:30:00,11.0,273.7333333,True,9.0,950.0,2.0,4.0
2018-09-02 09:40:00,12.0,273.8722222,True,9.0,966.0,2.0,4.0
2018-09-02 09:50:00,10.0,274.0111111,True,9.0,983.0,2.0,4.0
2018-09-02 10:00:00,11.0,274.15,True,10.0,1000.0,2.0,4.0
2018-09-02 10:10:00,11.0,274.35555560000006,True,10.0,1016.0,2.0,4.0
2018-09-02 10:20:00,14.0,274.5611111,True,10.0,1033.0,2.0,4.0
2018-09-02 10:30:00,12.0,274.7666667,True,10.0,1050.0,2.0,4.0
2018-09-02 10:40:00,12.0,274.97222220000003,True,10.0,1066.0,2.0,4.0
2018-09-02 10:50:00,15.0,275.1777778,True,10.0,1083.0,2.0,4.0
2018-09-02 11:00:00,11.0,275.3833333,True,11.0,1100.0,2.0,4.0
2018-09-02 11:10:00,10.0,275.5888889,True,11.0,1116.0,2.0,4.0
2018-09-02 11:20:00,15.0,275.7944444,True,11.0,1133.0,2.0,4.0
2018-09-02 11:30:00,12.0,276.0,True,11.0,1150.0,2.0,4.0
2018-09-02 11:40:00,11.0,276.2055556,True,11.0,1166.0,2.0,4.0
2018-09-02 11:50:00,15.0,276.4111111,True,11.0,1183.0,2.0,4.0
2018-09-02 12:00:00,12.0,276.6166667,True,12.0,1200.0,2.0,4.0
2018-09-02 12:10:00,11.0,276.8222222,True,12.0,1216.0,2.0,4.0
2018-09-02 12:20:00,16.0,277.02777779999997,True,12.0,1233.0,2.0,4.0
2018-09-02 12:30:00,12.0,277.2333333,True,12.0,1250.0,2.0,4.0
2018-09-02 12:40:00,12.0,277.4388889,True,12.0,1266.0,2.0,4.0
2018-09-02 12:50:00,14.0,277.64444439999994,True,12.0,1283.0,2.0,4.0
2018-09-02 13:00:00,11.0,277.85,True,13.0,1300.0,2.0,4.0
2018-09-02 13:10:00,11.0,277.9,True,13.0,1316.0,2.0,4.0
2018-09-02 13:20:00,14.0,277.95,True,13.0,1333.0,2.0,4.0
2018-09-02 13:30:00,11.0,278.0,True,13.0,1350.0,2.0,4.0
2018-09-02 13:40:00,15.0,278.05,True,13.0,1366.0,2.0,4.0
2018-09-02 13:50:00,12.0,278.1,True,13.0,1383.0,2.0,4.0
2018-09-02 14:00:00,10.0,278.15,True,14.0,1400.0,2.0,4.0
2018-09-02 14:10:00,14.0,278.2,True,14.0,1416.0,2.0,4.0
2018-09-02 14:20:00,12.0,278.25,True,14.0,1433.0,2.0,4.0
2018-09-02 14:30:00,11.0,278.3,True,14.0,1450.0,2.0,4.0
2018-09-02 14:40:00,14.0,278.35,True,14.0,1466.0,2.0,4.0
2018-09-02 14:50:00,11.0,278.4,True,14.0,1483.0,2.0,4.0
2018-09-02 15:00:00,15.0,278.45,True,15.0,1500.0,2.0,4.0
2018-09-02 15:10:00,11.0,278.5,True,15.0,1516.0,2.0,4.0
2018-09-02 15:20:00,11.0,278.55,True,15.0,1533.0,2.0,4.0
2018-09-02 15:30:00,13.0,278.6,True,15.0,1550.0,2.0,4.0
2018-09-02 15:40:00,11.0,278.65,True,15.0,1566.0,2.0,4.0
2018-09-02 15:50:00,14.0,278.7,True,15.0,1583.0,2.0,4.0
2018-09-02 16:00:00,11.0,278.75,True,16.0,1600.0,2.0,4.0
2018-09-02 16:10:00,11.0,278.6666667,True,16.0,1616.0,2.0,4.0
2018-09-02 16:20:00,13.0,278.5833333,True,16.0,1633.0,2.0,4.0
2018-09-02 16:30:00,11.0,278.5,True,16.0,1650.0,2.0,4.0
2018-09-02 16:40:00,13.0,278.4166667,True,16.0,1666.0,2.0,4.0
2018-09-02 16:50:00,13.0,278.3333333,True,16.0,1683.0,2.0,4.0
2018-09-02 17:00:00,11.0,278.25,True,17.0,1700.0,2.0,4.0
2018-09-02 17:10:00,14.0,278.1666667,True,17.0,1716.0,2.0,4.0
2018-09-02 17:20:00,10.0,278.0833333,True,17.0,1733.0,2.0,4.0
2018-09-02 17:30:00,15.0,278.0,True,17.0,1750.0,2.0,4.0
2018-09-02 17:40:00,11.0,277.9166667,True,17.0,1766.0,2.0,4.0
2018-09-02 17:50:00,11.0,277.8333333,True,17.0,1783.0,2.0,4.0
2018-09-02 18:00:00,13.0,277.75,True,18.0,1800.0,2.0,4.0
2018-09-02 18:10:00,13.0,277.6666667,True,18.0,1816.0,2.0,4.0
2018-09-02 18:20:00,14.0,277.5833333,True,18.0,1833.0,2.0,4.0
2018-09-02 18:30:00,11.0,277.5,True,18.0,1850.0,2.0,4.0
2018-09-02 18:40:00,12.0,277.4166667,True,18.0,1866.0,2.0,4.0
2018-09-02 18:50:00,15.0,277.3333333,True,18.0,1883.0,2.0,4.0
2018-09-02 19:00:00,13.0,277.25,True,19.0,1900.0,2.0,4.0
2018-09-02 19:10:00,15.0,277.15,True,19.0,1916.0,2.0,4.0
2018-09-02 19:20:00,13.0,277.05,True,19.0,1933.0,2.0,4.0
2018-09-02 19:30:00,14.0,276.95,True,19.0,1950.0,2.0,4.0
2018-09-02 19:40:00,14.0,276.85,True,19.0,1966.0,2.0,4.0
2018-09-02 19:50:00,12.0,276.75,True,19.0,1983.0,2.0,4.0
2018-09-02 20:00:00,16.0,276.65,True,20.0,2000.0,2.0,4.0
2018-09-02 20:10:00,12.0,276.55,True,20.0,2016.0,2.0,4.0
2018-09-02 20:20:00,11.0,276.45,True,20.0,2033.0,2.0,4.0
2018-09-02 20:30:00,15.0,276.35,True,20.0,2050.0,2.0,4.0
2018-09-02 20:40:00,13.0,276.25,True,20.0,2066.0,2.0,4.0
2018-09-02 20:50:00,12.0,276.15,True,20.0,2083.0,2.0,4.0
2018-09-02 21:00:00,16.0,276.05,True,21.0,2100.0,2.0,4.0
2018-09-02 21:10:00,13.0,275.95,True,21.0,2116.0,2.0,4.0
2018-09-02 21:20:00,16.0,275.85,True,21.0,2133.0,2.0,4.0
2018-09-02 21:30:00,12.0,275.75,True,21.0,2150.0,2.0,4.0
2018-09-02 21:40:00,13.0,275.65,True,21.0,2166.0,2.0,4.0
2018-09-02 21:50:00,16.0,275.55,True,21.0,2183.0,2.0,4.0
2018-09-02 22:00:00,13.0,275.45,True,22.0,2200.0,2.0,4.0
2018-09-02 22:10:00,14.0,275.3333333,True,22.0,2216.0,2.0,4.0
2018-09-02 22:20:00,14.0,275.21666669999996,True,22.0,2233.0,2.0,4.0
2018-09-02 22:30:00,11.0,275.1,True,22.0,2250.0,2.0,4.0
2018-09-02 22:40:00,15.0,274.9833333,True,22.0,2266.0,2.0,4.0
2018-09-02 22:50:00,11.0,274.8666667,True,22.0,2283.0,2.0,4.0
2018-09-02 23:00:00,12.0,274.75,True,23.0,2300.0,2.0,4.0
2018-09-02 23:10:00,15.0,274.6333333,True,23.0,2316.0,2.0,4.0
2018-09-02 23:20:00,13.0,274.5166667,True,23.0,2333.0,2.0,4.0
2018-09-02 23:30:00,15.0,274.4,True,23.0,2350.0,2.0,4.0
2018-09-02 23:40:00,14.0,274.28333330000004,True,23.0,2366.0,2.0,4.0
2018-09-02 23:50:00,13.0,274.1666667,True,23.0,2383.0,2.0,4.0
2018-09-03 00:00:00,16.0,285.25,True,0.0,0.0,3.0,4.0
2018-09-03 00:10:00,13.0,285.21666669999996,True,0.0,16.0,3.0,4.0
2018-09-03 00:20:00,14.0,285.1833333,True,0.0,33.0,3.0,4.0
2018-09-03 00:30:00,17.0,285.15,True,0.0,50.0,3.0,4.0
2018-09-03 00:40:00,13.0,285.1166667,True,0.0,66.0,3.0,4.0
2018-09-03 00:50:00,13.0,285.0833333,True,0.0,83.0,3.0,4.0
2018-09-03 01:00:00,18.0,285.05,True,1.0,100.0,3.0,4.0
2018-09-03 01:10:00,14.0,284.9222222,True,1.0,116.0,3.0,4.0
2018-09-03 01:20:00,14.0,284.7944444,True,1.0,133.0,3.0,4.0
2018-09-03 01:30:00,12.0,284.6666667,True,1.0,150.0,3.0,4.0
2018-09-03 01:40:00,12.0,284.5388889,True,1.0,166.0,3.0,4.0
2018-09-03 01:50:00,13.0,284.4111111,True,1.0,183.0,3.0,4.0
2018-09-03 02:00:00,14.0,284.28333330000004,True,2.0,200.0,3.0,4.0
2018-09-03 02:10:00,13.0,284.1555556,True,2.0,216.0,3.0,4.0
2018-09-03 02:20:00,16.0,284.02777779999997,True,2.0,233.0,3.0,4.0
2018-09-03 02:30:00,12.0,283.9,True,2.0,250.0,3.0,4.0
2018-09-03 02:40:00,11.0,283.7722222,True,2.0,266.0,3.0,4.0
2018-09-03 02:50:00,15.0,283.64444439999994,True,2.0,283.0,3.0,4.0
2018-09-03 03:00:00,12.0,283.5166667,True,3.0,300.0,3.0,4.0
2018-09-03 03:10:00,12.0,283.3888889,True,3.0,316.0,3.0,4.0
2018-09-03 03:20:00,14.0,283.2611111,True,3.0,333.0,3.0,4.0
2018-09-03 03:30:00,11.0,283.1333333,True,3.0,350.0,3.0,4.0
2018-09-03 03:40:00,11.0,283.00555560000004,True,3.0,366.0,3.0,4.0
2018-09-03 03:50:00,14.0,282.8777778,True,3.0,383.0,3.0,4.0
2018-09-03 04:00:00,11.0,282.75,True,4.0,400.0,3.0,4.0
2018-09-03 04:10:00,12.0,282.7055556,True,4.0,416.0,3.0,4.0
2018-09-03 04:20:00,15.0,282.6611111,True,4.0,433.0,3.0,4.0
2018-09-03 04:30:00,12.0,282.6166667,True,4.0,450.0,3.0,4.0
2018-09-03 04:40:00,12.0,282.5722222,True,4.0,466.0,3.0,4.0
2018-09-03 04:50:00,16.0,282.52777779999997,True,4.0,483.0,3.0,4.0
2018-09-03 05:00:00,12.0,282.4833333,True,5.0,500.0,3.0,4.0
2018-09-03 05:10:00,11.0,282.4388889,True,5.0,516.0,3.0,4.0
2018-09-03 05:20:00,14.0,282.39444439999994,True,5.0,533.0,3.0,4.0
2018-09-03 05:30:00,11.0,282.35,True,5.0,550.0,3.0,4.0
2018-09-03 05:40:00,11.0,282.30555560000005,True,5.0,566.0,3.0,4.0
2018-09-03 05:50:00,12.0,282.2611111,True,5.0,583.0,3.0,4.0
2018-09-03 06:00:00,22.0,282.21666669999996,True,6.0,600.0,3.0,4.0
2018-09-03 06:10:00,21.0,282.1722222,True,6.0,616.0,3.0,4.0
2018-09-03 06:20:00,21.0,282.1277778,True,6.0,633.0,3.0,4.0
2018-09-03 06:30:00,24.0,282.0833333,True,6.0,650.0,3.0,4.0
2018-09-03 06:40:00,23.0,282.0388889,True,6.0,666.0,3.0,4.0
2018-09-03 06:50:00,34.0,281.99444439999996,True,6.0,683.0,3.0,4.0
2018-09-03 07:00:00,39.0,281.95,True,7.0,700.0,3.0,4.0
2018-09-03 07:10:00,32.0,282.0944444,True,7.0,716.0,3.0,4.0
2018-09-03 07:20:00,31.0,282.2388889,True,7.0,733.0,3.0,4.0
2018-09-03 07:30:00,33.0,282.3833333,True,7.0,750.0,3.0,4.0
2018-09-03 07:40:00,34.0,282.52777779999997,True,7.0,766.0,3.0,4.0
2018-09-03 07:50:00,28.0,282.6722222,True,7.0,783.0,3.0,4.0
2018-09-03 08:00:00,27.0,282.8166667,True,8.0,800.0,3.0,4.0
2018-09-03 08:10:00,30.0,282.9611111,True,8.0,816.0,3.0,4.0
2018-09-03 08:20:00,31.0,283.10555560000006,True,8.0,833.0,3.0,4.0
